,BALANCE,PURCHASES,CREDIT_LIMIT,CLUSTER
0,-0.7446248618727664,-0.429183839666465,-0.9625754531844719,1
1,0.764152113831966,-0.4732081912817443,0.6772040614926657,0
2,0.4266023920743623,-0.11641251058587945,0.8138523543824271,0
3,-0.373910410330433,-0.46582465222677083,-0.9079161360285672,1
4,0.09955086560904627,0.14206211816919492,-0.7439381845608536,1
5,-0.464799494687329,2.7990886383562197,2.4536318690595644,0
6,0.10614801285874131,-0.27191445779553003,-0.607289891671092,1
7,-0.27979595237840515,-0.07565537500242588,0.6772040614926657,0
8,-0.6914977399439072,0.1182132870216306,1.7703904046107573,0
9,-0.1470328370032468,-0.04859931907785747,-0.9079161360285672,1
10,-0.46311301299974605,0.21538989040890025,-0.6892788674049489,1
11,-0.04022824404769787,1.0118014864378853,-0.41598228162542605,1
12,-0.32428907098221565,0.51338491195572,0.8138523543824271,0
13,0.5590912971326462,-0.4732081912817443,-0.41598228162542605,1
14,2.52212575646737,0.2705449271495521,0.9505006472721885,2
15,0.22470088440072772,-0.4732081912817443,-0.41598228162542605,1
16,-0.7445347905263777,-0.23370464318604237,-0.5526305745151875,1
17,0.1850902388462644,-0.24046519613325243,2.316983576169803,0
18,0.9433515805581727,-0.2892473157270803,-0.14268569584590313,1
19,0.19826757946914808,-0.3916754612671997,-0.6892788674049489,1
20,2.275552504593737,2.461725509510663,1.838714551055638,2
21,-0.7009867448325757,-0.09669384659719092,-0.7439381845608536,1
22,1.049381525097392,1.4872829427305396,1.2237972330517115,0
23,1.7978698522764989,-0.4732081912817443,0.40390747571314267,2
24,-0.6831197284143824,-0.2888043033837819,-0.41598228162542605,1
25,0.007035408849857901,-0.4261381298062884,-0.7712678431388058,1
26,-0.7041590577478327,-0.3655561918602311,-0.9625754531844719,1
27,2.6493782057943216,-0.2945957668300267,1.6337421117209958,2
28,-0.7536144628074054,-0.4270610721881601,0.6498744029147133,0
29,5.027557433012218,0.9287459014932528,2.316983576169803,2
30,-0.20947842956546747,0.14872114745439916,0.40390747571314267,0
31,2.448924215381821,-0.32325312778714244,1.6337421117209958,2
32,-0.7041754570895055,-0.17934795160570957,-0.9079161360285672,1
33,0.9143032530390767,-0.22065423790637675,1.7703904046107573,2
34,0.02630742278339432,-0.4732081912817443,-0.7439381845608536,1
35,2.78023915358785,-0.4732081912817443,1.2237972330517115,2
36,1.1674131911626808,0.6253470523005741,0.13061088993361977,0
37,2.2277760482334945,-0.37906806833083256,1.2237972330517115,2
38,-0.09049257464835228,-0.02870068132470397,0.8138523543824271,0
39,-0.4475301708976956,-0.4732081912817443,-0.7439381845608536,1
40,-0.38957509976958793,0.2312691140890025,-0.41598228162542605,1
41,1.1947247332400797,-0.37915113314520105,-0.00603740295614167,2
42,-0.11476414101925594,-0.4732081912817443,-0.8259271602947104,1
43,1.7727556162994935,0.23073842221942634,1.08714894016195,2
44,-0.5377259110939201,-0.422566342788445,-0.7712678431388058,1
45,-0.6544454575473602,0.6299848377694792,-0.33399330589156917,1
46,-0.3519125107473009,-0.23901156188180453,-0.14268569584590313,1
47,1.5892085296660188,-0.05722883034835773,2.04368699039028,2
48,-0.24927167695040015,0.9609750494682119,-0.5526305745151875,1
49,-0.01696236811615343,-0.4732081912817443,-0.27933398873566456,1
50,-0.542389822494566,0.44014481924229265,-0.41598228162542605,1
51,0.374671668550172,1.9345731239689228,0.8138523543824271,0
52,1.1309808906407701,-0.4732081912817443,-0.14268569584590313,1
53,1.8576817508438308,-0.3675312885574365,0.40390747571314267,2
54,0.13261549756128138,-0.4210619467059942,0.5405557686029041,0
55,-0.021680876382241747,-0.4426587984417915,-0.7985975017167581,1
56,-0.3777908928617335,-0.4732081912817443,-0.10169120797897468,1
57,0.15398215993066217,0.3978832875763883,-0.7302733552718774,1
58,0.07484554466827109,-0.28292977512316864,-0.7439381845608536,1
59,-0.3776646779656921,-0.4732081912817443,-0.8259271602947104,1
60,-0.011892368757035351,-0.4732081912817443,-0.5526305745151875,1
61,1.1402317982198507,-0.35161053247014995,0.40390747571314267,2
62,0.046868498274082536,0.15609545708555392,-0.7712678431388058,1
63,1.854713254295614,-0.27980561516053293,0.47223162215802345,2
64,0.6629589414179886,1.614150602542621,0.6772040614926657,0
65,-0.45107823938413805,-0.4732081912817443,0.6772040614926657,0
66,0.09914220302456082,-0.1437639080726468,-0.6209547209600682,1
67,-0.5101006426046674,-0.10775069633201366,0.40390747571314267,0
68,2.0325986276095658,-0.21392137323062282,0.40390747571314267,2
69,0.06032764233237622,-0.19350588774362118,1.7703904046107573,0
70,-0.48792155807051624,-0.3255374101822749,-0.8259271602947104,1
71,-0.1887461979959884,-0.4732081912817443,-0.9079161360285672,1
72,2.3825888592268156,-0.29385279821261995,0.6772040614926657,2
73,-0.7558602463238684,-0.3602169701811034,0.13061088993361977,1
74,-0.725209479686854,-0.4732081912817443,1.360445525941473,0
75,-0.7623367803383458,-0.41180944932773056,2.04368699039028,0
76,-0.7438786350369472,-0.29046559967115093,-0.9079161360285672,1
77,0.15945863570897037,1.79519959488248,1.2237972330517115,0
78,-0.699757909957934,0.10261556076799916,3.2735216263981335,0
79,2.6098096228046073,0.26689007531734016,1.7703904046107573,2
80,3.140149531382444,0.5687983725632961,2.4536318690595644,2
81,1.162557351056532,-0.4524419876896314,-0.00603740295614167,1
82,2.151824399493171,-0.4732081912817443,0.5405557686029041,2
83,3.712820786120478,1.8803271854744144,1.2237972330517115,2
84,0.17933245976379025,0.0030485366116819296,-0.14268569584590313,1
85,-0.13350297877749953,-0.4521420314155231,-0.7439381845608536,1
86,-0.22021141881956463,-0.4732081912817443,-0.9079161360285672,1
87,0.008938803375599566,-0.13197793385614537,0.40390747571314267,0
88,-0.7618969077507742,-0.4367519671978128,0.6772040614926657,0
89,-0.7618168084869019,-0.46397876746302746,-0.8259271602947104,1
90,-0.7529793147391259,0.1480612436513609,-0.6892788674049489,1
91,0.9251363897570133,0.829894157682886,0.32191849997928584,0
92,-0.35274166583364824,-0.4732081912817443,-0.14268569584590313,1
93,0.40102035871994807,-0.10033946900558406,-0.14268569584590313,1
94,-0.5691228830916525,-0.03866845904891816,-0.5526305745151875,1
95,1.61548877868849,-0.4732081912817443,0.9505006472721885,2
96,-0.16922395666129633,-0.27768284768222806,-0.6892788674049489,1
97,2.406631908569358,1.5936059051221574,1.2237972330517115,2
98,-0.6895932430296409,0.15202066646959037,0.26725918282338124,0
99,1.7761193329733367,0.8245410918680302,1.08714894016195,2
100,2.318040167537843,-0.4732081912817443,0.6772040614926657,2
101,-0.680466373725796,0.22310568872134753,0.13061088993361977,0
102,-0.439537927108728,0.009292241825043858,-0.41598228162542605,1
103,-0.6573582271625907,0.5926887361180446,0.5405557686029041,0
104,0.0880011706233398,-0.4732081912817443,-0.7439381845608536,1
105,-0.7379282180934085,-0.24477995176850256,0.6772040614926657,0
106,0.5065284186920495,-0.4732081912817443,-0.41598228162542605,1
107,3.2945913585720508,2.6298440790804998,3.410169919287895,2
108,0.24478455598543428,2.1021933046525487,1.08714894016195,0
109,0.608543067173434,-0.4732081912817443,-0.36132296446952145,1
110,6.023952231679504,-0.4732081912817443,3.9567630908469407,2
111,0.3778151981487707,5.277848837484729,-0.4706415987813306,3
112,-0.7367256267467979,-0.4732081912817443,-0.9079161360285672,1
113,1.262082244078645,0.43002937073697894,0.13061088993361977,2
114,4.565133636536305,-0.40369217107916905,3.410169919287895,2
115,1.4491509203988673,0.11337706894062297,0.13061088993361977,2
116,-0.7525543181927202,-0.3575635108332223,-0.41598228162542605,1
117,3.6998428365621283,-0.10572483780380532,2.316983576169803,2
118,-0.6538528325654427,-0.27016086726997385,-0.14268569584590313,1
119,-0.01841683185666637,0.14083460480130555,-0.6892788674049489,1
120,0.42646862462386526,2.0610946803878027,3.410169919287895,0
121,-0.4271598067128883,-0.058871667788089305,-0.9079161360285672,1
122,8.323707998337863,9.68373580352086,3.683466505067418,3
123,0.30250230147592116,-0.14067205109337663,-0.5526305745151875,1
124,-0.3121497016934871,-0.3822706783959273,-0.9625754531844719,1
125,-0.39952408748497614,-0.4732081912817443,0.8138523543824271,0
126,4.293704459792112,0.48871927680019933,4.640004555295747,2
127,0.26841674703370694,2.1937999507652224,0.5405557686029041,0
128,0.6949226570829798,-0.0002002205725063804,0.8138523543824271,0
129,-0.6377691271569348,-0.45998704166143245,1.2237972330517115,0
130,-0.23527279106256113,-0.037136374695011146,-0.8259271602947104,1
131,-0.33150453554759696,0.006352670338782595,2.4536318690595644,0
132,2.900763195074748,1.400332540934408,0.6772040614926657,2
133,-0.03689586288697624,1.4074576561224574,0.5405557686029041,0
134,-0.7406612707000884,-0.07161750208173726,0.9505006472721885,0
135,5.760984464304244,4.045623848735934,4.230059676626463,3
136,-0.7133403039166395,0.6634507285361465,-0.14268569584590313,1
137,-0.7069908662317989,0.3848236528729039,4.230059676626463,0
138,0.06360691652244935,-0.4732081912817443,-0.7439381845608536,1
139,0.5557390562756229,2.887829548373182,1.7703904046107573,0
140,-0.26479013622203496,-0.33707418995567096,-0.9079161360285672,1
141,0.5421951380625528,-0.4732081912817443,-0.41598228162542605,1
142,1.1518257700918446,-0.4732081912817443,1.08714894016195,2
143,-0.34820965736749665,-0.17407333589331286,-0.9079161360285672,1
144,0.004206881761344685,-0.21608105840420253,-0.14268569584590313,1
145,-0.7094567265846539,-0.2563259609657173,-0.9625754531844719,1
146,2.004038515994034,-0.4732081912817443,0.5405557686029041,2
147,-0.3713383656241983,-0.41246012370695007,0.9505006472721885,0
148,-0.47987189606504205,1.8702071222571917,2.8635767477288487,0
149,-0.2257750539205482,-0.046531928142464894,-0.9625754531844719,1
150,-0.5973818555679399,0.43838199929291777,-0.14268569584590313,1
151,-0.36289142092894033,-0.4732081912817443,-0.14268569584590313,1
152,-0.2984002930099377,4.243650366190323,1.6337421117209958,3
153,-0.753114523407521,-0.3347668340009917,2.1803352832800416,0
154,0.2798956696305745,-0.4732081912817443,-0.41598228162542605,1
155,4.949192918264712,2.164099664916592,2.590280161949326,2
156,0.0034488674811267886,-0.4732081912817443,-0.7439381845608536,1
157,0.6356704301934917,-0.4732081912817443,-0.41598228162542605,1
158,-0.6034145388516674,1.1584616456292054,4.230059676626463,0
159,-0.7468508453459864,-0.3550208045711658,0.21259986566747666,1
160,-0.3330678818686406,0.7716011168438704,-0.5526305745151875,1
161,0.6108610141880646,-0.4192160619422508,-0.00603740295614167,1
162,-0.7080971775416713,-0.17153062963125637,1.4970938188312344,0
163,-0.683720539704851,0.4539105048679088,-0.9079161360285672,1
164,0.05000810699643907,-0.4050119786852456,0.40390747571314267,0
165,-0.34677117396557205,-0.23483986231574455,-0.9899051117624241,1
166,-0.3030247250618886,-0.32948298886477634,-0.8259271602947104,1
167,-0.7457153698943289,-0.34381166934333424,0.4449019635800711,0
168,-0.7448555970404621,-0.4366596729596256,-0.14268569584590313,1
169,1.842884455533322,0.19745711992913337,3.2735216263981335,2
170,1.1370821768508974,-0.1240867764911425,-0.14268569584590313,1
171,1.902990497606398,1.1453327902470807,1.9070386975005187,2
172,-0.6299623156167655,0.9867436007700694,0.9505006472721885,0
173,-0.7019844789855781,0.14663529767136915,2.8635767477288487,0
174,0.17780909912660378,-0.07034384159475435,0.9505006472721885,0
175,1.9553389695917502,-0.451265236152745,0.40390747571314267,2
176,-0.7435734647826086,-0.3024638506354828,5.049949433965033,0
177,-0.493774062869631,-0.2859662555595264,-0.6892788674049489,1
178,-0.7524386948165566,-0.3524688688852906,-0.14268569584590313,1
179,3.220750089494987,0.44478721942310717,2.590280161949326,2
180,1.4118945262333336,4.533062023585736,0.8138523543824271,3
